Review ID,Effect Size ID,Within Effect ID,Study Author,Study Year,Study First Page #,Study N,Estimate,Metric,Lower CI,Upper CI,Standard Error,Standard Deviation,Variance,p-value,N Intervention,N Control,Number of Events in Exposure(for OR/RR),Number of Events in Comparison (for OR/RR),Reverse Code
57313,57313_002,57313_002_075,Strouse,2008,262,26,-0.85,Hedge's g,-999,-999,-999,-999,0.398,-999,13,13,-999,-999,
57313,57313_002,57313_002_076,Strouse,2008,262,26,0,Hedge's g,-999,-999,-999,-999,0.38,-999,13,13,-999,-999,
57313,57313_002,57313_002_077,Troseth,1998,950,20,-2.033,Hedge's g,-999,-999,-999,-999,0.543,-999,8,12,-999,-999,
57313,57313_002,57313_002_078,Troseth,2006,786,24,-1.514,Hedge's g,-999,-999,-999,-999,0.451,-999,12,12,-999,-999,
57313,57313_002,57313_002_079,Troseth,2018,-999,44,-0.572,Hedge's g,-999,-999,-999,-999,0.302,-999,22,22,-999,-999,
57313,57313_002,57313_002_080,Troseth,2018,-999,44,-0.355,Hedge's g,-999,-999,-999,-999,0.299,-999,22,22,-999,-999,
57313,57313_002,57313_002_081,Troseth,2018,-999,44,-0.283,Hedge's g,-999,-999,-999,-999,0.298,-999,22,22,-999,-999,
57313,57313_002,57313_002_082,Troseth,2018,-999,44,0.156,Hedge's g,-999,-999,-999,-999,0.297,-999,22,22,-999,-999,
57313,57313_002,57313_002_083,Tsuji,2019,-999,64,0.111,Hedge's g,-999,-999,-999,-999,0.247,-999,32,32,-999,-999,
57313,57313_002,57313_002_084,Tsuji,2019,-999,64,-0.342,Hedge's g,-999,-999,-999,-999,0.249,-999,32,32,-999,-999,
57313,57313_002,57313_002_085,Zimmerman,2015,-999,26,-0.975,Hedge's g,-999,-999,-999,-999,0.404,-999,12,14,-999,-999,
57313,57313_002,57313_002_086,Zimmerman,2015,-999,27,-0.638,Hedge's g,-999,-999,-999,-999,0.383,-999,13,14,-999,-999,
57313,57313_002,57313_002_087,Zimmerman,2015,-999,27,-0.283,Hedge's g,-999,-999,-999,-999,0.375,-999,14,13,-999,-999,
57313,57313_002,57313_002_088,Zimmerman,2015,-999,32,-0.024,Hedge's g,-999,-999,-999,-999,0.351,-999,19,13,-999,-999,
57313,57313_003,57313_003_001,Bates,1999,71,23,-0.557,Hedge's g,-999,-999,-999,-999,0.414,-999,13,10,-999,-999,
57313,57313_003,57313_003_002,Broekman,2013,-999,90,0,Hedge's g,-999,-999,-999,-999,0.209,-999,45,45,-999,-999,
57313,57313_003,57313_003_003,Carroll-Rowan,1994,113,45,-0.593,Hedge's g,-999,-999,-999,-999,0.3,-999,23,22,-999,-999,
57313,57313_003,57313_003_004,Dickerson,2013,719,24,-0.751,Hedge's g,-999,-999,-999,-999,0.372,-999,12,12,-999,-999,
57313,57313_003,57313_003_005,Dickerson,2013,719,24,-0.372,Hedge's g,-999,-999,-999,-999,0.398,-999,12,12,-999,-999,
57313,57313_003,57313_003_006,DiYanni,2011,575,36,0.099,Hedge's g,-999,-999,-999,-999,0.439,-999,26,10,-999,-999,
57313,57313_003,57313_003_007,DiYanni,2011,575,29,1.162,Hedge's g,-999,-999,-999,-999,0.477,-999,19,10,-999,-999,
57313,57313_003,57313_003_008,Gonsiorowski,2014,-999,40,-0.139,Hedge's g,-999,-999,-999,-999,0.31,-999,20,20,-999,-999,
57313,57313_003,57313_003_009,Howard,2015,259,36,1.184,Hedge's g,-999,-999,-999,-999,0.355,-999,18,18,-999,-999,
57313,57313_003,57313_003_010,Kerkman,1996,237,18,-1.012,Hedge's g,-999,-999,-999,-999,0.515,-999,18,,-999,-999,
57313,57313_003,57313_003_011,Kerkman,1996,237,25,0.356,Hedge's g,-999,-999,-999,-999,0.166,-999,25,,-999,-999,
57313,57313_003,57313_003_012,Krieger,2016,-999,48,0.38,Hedge's g,-999,-999,-999,-999,0.287,-999,24,24,-999,-999,
57313,57313_003,57313_003_013,Lauricella,2010,362,24,-0.668,Hedge's g,-999,-999,-999,-999,0.406,-999,12,12,-999,-999,
57313,57313_003,57313_003_014,Lenninger,2019,-999,24,-0.582,Hedge's g,-999,-999,-999,-999,0.26,-999,24,,-999,-999,
57313,57313_003,57313_003_015,McGuigan,2007,353,16,-2.629,Hedge's g,-999,-999,-999,-999,0.663,-999,8,8,-999,-999,
57313,57313_003,57313_003_016,McGuigan,2007,353,16,-1.055,Hedge's g,-999,-999,-999,-999,0.508,-999,8,8,-999,-999,
57313,57313_003,57313_003_017,McGuigan,2007,353,16,-0.866,Hedge's g,-999,-999,-999,-999,0.497,-999,8,8,-999,-999,
57313,57313_003,57313_003_018,McGuigan,2007,353,16,-0.357,Hedge's g,-999,-999,-999,-999,0.477,-999,8,8,-999,-999,
57313,57313_003,57313_003_019,Moriguchi,2014,122,12,0.045,Hedge's g,-999,-999,-999,-999,0.269,-999,12,,-999,-999,
57313,57313_003,57313_003_020,Moser,2015,137,30,-3.093,Hedge's g,-999,-999,-999,-999,0.537,-999,17,13,-999,-999,
57313,57313_003,57313_003_021,O'Doherty,2013,-999,32,-0.847,Hedge's g,-999,-999,-999,-999,0.41,-999,16,16,-999,-999,
57313,57313_003,57313_003_022,O'Doherty,2013,-999,32,0.653,Hedge's g,-999,-999,-999,-999,0.438,-999,16,16,-999,-999,
57313,57313_003,57313_003_023,Reiß,2017,23,42,-0.638,Hedge's g,-999,-999,-999,-999,0.349,-999,21,21,-999,-999,
57313,57313_003,57313_003_024,Reiß,2017,23,39,0.064,Hedge's g,-999,-999,-999,-999,0.349,-999,20,19,-999,-999,
57313,57313_003,57313_003_025,Roberts,1999,575,15,-0.315,Hedge's g,-999,-999,-999,-999,0.251,-999,15,,-999,-999,
57313,57313_003,57313_003_026,Roberts,1999,575,15,-0.172,Hedge's g,-999,-999,-999,-999,0.246,-999,15,,-999,-999,
57313,57313_003,57313_003_027,Sage,2015,90,36,-0.926,Hedge's g,-999,-999,-999,-999,0.344,-999,18,18,-999,-999,
57313,57313_003,57313_003_028,Schmitt,2002,51,24,-1.273,Hedge's g,-999,-999,-999,-999,0.435,-999,12,12,-999,-999,
57313,57313_003,57313_003_029,Smith,2013,-999,32,-0.034,Hedge's g,-999,-999,-999,-999,0.345,-999,16,16,-999,-999,
57313,57313_003,57313_003_030,Thierry,2004,297,28,-0.473,Hedge's g,-999,-999,-999,-999,0.372,-999,14,14,-999,-999,
57313,57313_003,57313_003_031,Thierry,2004,297,43,-0.003,Hedge's g,-999,-999,-999,-999,0.301,-999,19,24,-999,-999,
57313,57313_003,57313_003_032,Thierry,2004,297,43,0.459,Hedge's g,-999,-999,-999,-999,0.304,-999,21,22,-999,-999,
57313,57313_003,57313_003_033,Zelazo,1999,1059,15,0.081,Hedge's g,-999,-999,-999,-999,0.245,-999,15,,-999,-999,
57313,57313_003,57313_003_034,Zelazo,1999,1059,15,0.242,Hedge's g,-999,-999,-999,-999,0.248,-999,15,,-999,-999,
57313,57313_004,57313_004_001,Barr,1999,1067,24,-2.025,Hedge's g,-999,-999,-999,-999,0.491,-999,12,12,-999,-999,
57313,57313_004,57313_004_002,Barr,1999,1067,24,-1.721,Hedge's g,-999,-999,-999,-999,0.466,-999,12,12,-999,-999,
57313,57313_004,57313_004_003,Barr,1999,1067,24,-1.221,Hedge's g,-999,-999,-999,-999,0.432,-999,12,12,-999,-999,
57313,57313_004,57313_004_004,Barr,1999,1067,24,-1.151,Hedge's g,-999,-999,-999,-999,0.428,-999,12,12,-999,-999,
57313,57313_004,57313_004_005,Barr,1999,1067,24,-0.956,Hedge's g,-999,-999,-999,-999,0.418,-999,12,12,-999,-999,
57313,57313_004,57313_004_006,Barr,1999,1067,24,-0.901,Hedge's g,-999,-999,-999,-999,0.415,-999,12,12,-999,-999,
57313,57313_004,57313_004_007,Barr,1999,1067,24,-0.725,Hedge's g,-999,-999,-999,-999,0.408,-999,12,12,-999,-999,
57313,57313_004,57313_004_008,Barr,1999,1067,24,-0.437,Hedge's g,-999,-999,-999,-999,0.399,-999,12,12,-999,-999,
57313,57313_004,57313_004_009,Barr,2007,910,24,-0.691,Hedge's g,-999,-999,-999,-999,0.407,-999,12,12,-999,-999,
57313,57313_004,57313_004_010,Barr,2007,910,24,-0.553,Hedge's g,-999,-999,-999,-999,0.402,-999,12,12,-999,-999,
57313,57313_004,57313_004_011,Barr,2007,910,24,0,Hedge's g,-999,-999,-999,-999,0.394,-999,12,12,-999,-999,
57313,57313_004,57313_004_012,Barr,2007,910,24,0,Hedge's g,-999,-999,-999,-999,0.394,-999,12,12,-999,-999,
57313,57313_004,57313_004_013,Barr,2007,196,24,-0.857,Hedge's g,-999,-999,-999,-999,0.413,-999,12,12,-999,-999,
57313,57313_004,57313_004_014,Barr,2007,196,24,-0.19,Hedge's g,-999,-999,-999,-999,0.395,-999,12,12,-999,-999,
57313,57313_004,57313_004_015,Barr,2007,196,24,0,Hedge's g,-999,-999,-999,-999,0.394,-999,12,12,-999,-999,
57313,57313_004,57313_004_016,Barr,2007,196,24,0.099,Hedge's g,-999,-999,-999,-999,0.394,-999,12,12,-999,-999,
57313,57313_004,57313_004_017,Barr,2008,696,24,-0.602,Hedge's g,-999,-999,-999,-999,0.404,-999,12,12,-999,-999,
57313,57313_004,57313_004_018,Barr,2009,1,25,0.155,Hedge's g,-999,-999,-999,-999,0.388,-999,12,13,-999,-999,
57313,57313_004,57313_004_019,Barr,2009,1,27,0.228,Hedge's g,-999,-999,-999,-999,0.377,-999,12,15,-999,-999,
57313,57313_004,57313_004_020,Barr,2009,1,24,0.279,Hedge's g,-999,-999,-999,-999,0.396,-999,12,12,-999,-999,
57313,57313_004,57313_004_021,Barr,2010,313,24,-0.998,Hedge's g,-999,-999,-999,-999,0.42,-999,12,12,-999,-999,
57313,57313_004,57313_004_022,Barr,2010,313,24,-0.773,Hedge's g,-999,-999,-999,-999,0.41,-999,12,12,-999,-999,
57313,57313_004,57313_004_023,Barr,2010,313,24,-0.737,Hedge's g,-999,-999,-999,-999,0.408,-999,12,12,-999,-999,
57313,57313_004,57313_004_024,Barr,2010,313,24,-0.393,Hedge's g,-999,-999,-999,-999,0.398,-999,12,12,-999,-999,
57313,57313_004,57313_004_025,Barr,2010,313,24,-0.307,Hedge's g,-999,-999,-999,-999,0.397,-999,12,12,-999,-999,
57313,57313_004,57313_004_026,Barr,2010,313,24,-0.238,Hedge's g,-999,-999,-999,-999,0.396,-999,12,12,-999,-999,
57313,57313_004,57313_004_027,Deocampo,2004,-999,23,-1.323,Hedge's g,-999,-999,-999,-999,0.447,-999,12,11,-999,-999,
57313,57313_004,57313_004_028,Deocampo,2004,-999,22,-1.042,Hedge's g,-999,-999,-999,-999,0.439,-999,11,11,-999,-999,
57313,57313_004,57313_004_029,Dickerson,2012,-999,20,-0.617,Hedge's g,-999,-999,-999,-999,0.448,-999,8,12,-999,-999,
57313,57313_004,57313_004_030,Dickerson,2013,719,24,-0.887,Hedge's g,-999,-999,-999,-999,0.407,-999,12,12,-999,-999,
57313,57313_004,57313_004_031,Dickerson,2013,719,24,-0.751,Hedge's g,-999,-999,-999,-999,0.372,-999,12,12,-999,-999,
57313,57313_004,57313_004_032,Dickerson,2013,719,24,-0.372,Hedge's g,-999,-999,-999,-999,0.398,-999,12,12,-999,-999,
57313,57313_004,57313_004_033,Dickerson,2013,719,31,-0.314,Hedge's g,-999,-999,-999,-999,0.397,-999,19,12,-999,-999,
57313,57313_004,57313_004_034,Dickerson,2013,719,25,-0.311,Hedge's g,-999,-999,-999,-999,0.397,-999,12,13,-999,-999,
57313,57313_004,57313_004_035,DiYanni,2011,575,36,0.099,Hedge's g,-999,-999,-999,-999,0.439,-999,26,10,-999,-999,
57313,57313_004,57313_004_036,DiYanni,2011,575,29,1.162,Hedge's g,-999,-999,-999,-999,0.477,-999,19,10,-999,-999,
57313,57313_004,57313_004_037,Gonsiorowski,2014,-999,40,-0.139,Hedge's g,-999,-999,-999,-999,0.31,-999,20,20,-999,-999,
57313,57313_004,57313_004_038,Hayne,2003,254,20,-2.722,Hedge's g,-999,-999,-999,-999,0.607,-999,10,10,-999,-999,
57313,57313_004,57313_004_039,Hayne,2003,254,20,-1.809,Hedge's g,-999,-999,-999,-999,0.515,-999,10,10,-999,-999,
57313,57313_004,57313_004_040,Hayne,2003,254,20,-1.538,Hedge's g,-999,-999,-999,-999,0.493,-999,10,10,-999,-999,
57313,57313_004,57313_004_041,Hayne,2003,254,20,-1.245,Hedge's g,-999,-999,-999,-999,0.471,-999,10,10,-999,-999,
57313,57313_004,57313_004_042,Hayne,2003,254,20,-1.099,Hedge's g,-999,-999,-999,-999,0.462,-999,10,10,-999,-999,
57313,57313_004,57313_004_043,Howard,2015,259,36,-0.138,Hedge's g,-999,-999,-999,-999,0.326,-999,18,18,-999,-999,
57313,57313_004,57313_004_044,Howard,2015,259,36,1.184,Hedge's g,-999,-999,-999,-999,0.355,-999,18,18,-999,-999,
57313,57313_004,57313_004_045,Huang,2005,276,20,-0.888,Hedge's g,-999,-999,-999,-999,0.451,-999,10,10,-999,-999,
57313,57313_004,57313_004_046,Klein,2006,535,30,-0.719,Hedge's g,-999,-999,-999,-999,0.367,-999,15,15,-999,-999,
57313,57313_004,57313_004_047,Klein,2006,535,30,-0.565,Hedge's g,-999,-999,-999,-999,0.363,-999,15,15,-999,-999,
57313,57313_004,57313_004_048,Krieger,2016,-999,48,0.38,Hedge's g,-999,-999,-999,-999,0.287,-999,24,24,-999,-999,
57313,57313_004,57313_004_049,Labine,2010,-999,32,0.139,Hedge's g,-999,-999,-999,-999,0.173,-999,32,,-999,-999,
57313,57313_004,57313_004_050,Lauricella,2010,-999,32,0.405,Hedge's g,-999,-999,-999,-999,0.348,-999,16,16,-999,-999,
57313,57313_004,57313_004_051,Lauricella,2016,22,24,-0.296,Hedge's g,-999,-999,-999,-999,0.396,-999,12,12,-999,-999,
57313,57313_004,57313_004_052,Lauricella,2016,22,24,-0.22,Hedge's g,-999,-999,-999,-999,0.395,-999,12,12,-999,-999,
57313,57313_004,57313_004_053,Lauricella,2016,22,25,-0.212,Hedge's g,-999,-999,-999,-999,0.388,-999,12,13,-999,-999,
57313,57313_004,57313_004_054,Lauricella,2016,22,26,0.071,Hedge's g,-999,-999,-999,-999,0.38,-999,13,13,-999,-999,
57313,57313_004,57313_004_055,McGuigan,2007,353,16,-2.629,Hedge's g,-999,-999,-999,-999,0.663,-999,8,8,-999,-999,
57313,57313_004,57313_004_056,McGuigan,2007,353,16,-1.055,Hedge's g,-999,-999,-999,-999,0.508,-999,8,8,-999,-999,
57313,57313_004,57313_004_057,McGuigan,2007,353,16,-0.866,Hedge's g,-999,-999,-999,-999,0.497,-999,8,8,-999,-999,
57313,57313_004,57313_004_058,McGuigan,2007,353,16,-0.357,Hedge's g,-999,-999,-999,-999,0.477,-999,8,8,-999,-999,
57313,57313_004,57313_004_059,Moser,2015,137,30,-3.751,Hedge's g,-999,-999,-999,-999,0.602,-999,17,13,-999,-999,
57313,57313_004,57313_004_060,Moser,2015,137,30,-3.093,Hedge's g,-999,-999,-999,-999,0.537,-999,17,13,-999,-999,
57313,57313_004,57313_004_061,Nielsen,2008,722,24,-0.924,Hedge's g,-999,-999,-999,-999,0.416,-999,12,12,-999,-999,
57313,57313_004,57313_004_062,O'Doherty,2013,-999,32,-0.847,Hedge's g,-999,-999,-999,-999,0.41,-999,16,16,-999,-999,
57313,57313_004,57313_004_063,O'Doherty,2013,-999,32,0.653,Hedge's g,-999,-999,-999,-999,0.438,-999,16,16,-999,-999,
57313,57313_004,57313_004_064,Sage,2015,90,36,-0.926,Hedge's g,-999,-999,-999,-999,0.344,-999,18,18,-999,-999,
57313,57313_004,57313_004_065,Sheffield,2006,73,20,-0.615,Hedge's g,-999,-999,-999,-999,0.439,-999,10,10,-999,-999,
57313,57313_004,57313_004_066,Smith,2013,-999,32,-0.034,Hedge's g,-999,-999,-999,-999,0.345,-999,16,16,-999,-999,
57313,57313_004,57313_004_067,Strouse,2008,262,26,-1.069,Hedge's g,-999,-999,-999,-999,0.408,-999,13,13,-999,-999,
57313,57313_004,57313_004_068,Strouse,2008,262,26,-0.85,Hedge's g,-999,-999,-999,-999,0.398,-999,13,13,-999,-999,
57313,57313_004,57313_004_069,Strouse,2008,262,26,0,Hedge's g,-999,-999,-999,-999,0.38,-999,13,13,-999,-999,
57313,57313_004,57313_004_070,Zimmerman,2015,-999,26,-0.975,Hedge's g,-999,-999,-999,-999,0.404,-999,12,14,-999,-999,
57313,57313_004,57313_004_071,Zimmerman,2015,-999,27,-0.638,Hedge's g,-999,-999,-999,-999,0.383,-999,13,14,-999,-999,
57313,57313_004,57313_004_072,Zimmerman,2015,-999,27,-0.283,Hedge's g,-999,-999,-999,-999,0.375,-999,14,13,-999,-999,
57313,57313_004,57313_004_073,Zimmerman,2015,-999,32,-0.024,Hedge's g,-999,-999,-999,-999,0.351,-999,19,13,-999,-999,
57313,57313_005,57313_005_001,Broekman,2013,-999,90,0,Hedge's g,-999,-999,-999,-999,0.209,-999,45,45,-999,-999,
57313,57313_005,57313_005_002,DeLoache,2010,1570,36,-1.307,Hedge's g,-999,-999,-999,-999,0.409,-999,18,18,-999,-999,
57313,57313_005,57313_005_003,Koppa,2014,-999,36,0.182,Hedge's g,-999,-999,-999,-999,0.327,-999,18,18,-999,-999,
57313,57313_005,57313_005_004,Krcmar,2007,41,46,-0.283,Hedge's g,-999,-999,-999,-999,0.148,-999,46,,-999,-999,
57313,57313_005,57313_005_005,Krcmar,2010,31,19,-0.671,Hedge's g,-999,-999,-999,-999,0.284,-999,19,,-999,-999,
57313,57313_005,57313_005_006,Krcmar,2010,31,16,-0.204,Hedge's g,-999,-999,-999,-999,0.278,-999,16,,-999,-999,
57313,57313_005,57313_005_007,Krcmar,2010,31,18,-0.071,Hedge's g,-999,-999,-999,-999,0.261,-999,18,,-999,-999,
57313,57313_005,57313_005_008,Krcmar,2011,780,60,-0.509,Hedge's g,-999,-999,-999,-999,0.136,-999,60,,-999,-999,
57313,57313_005,57313_005_009,Kuhl,2003,9096,25,-1.394,Hedge's g,-999,-999,-999,-999,0.441,-999,10,15,-999,-999,
57313,57313_005,57313_005_010,O'Doherty,2011,902,32,-0.139,Hedge's g,-999,-999,-999,-999,0.388,-999,16,16,-999,-999,
57313,57313_005,57313_005_011,O'Doherty,2011,902,32,0,Hedge's g,-999,-999,-999,-999,0.392,-999,16,16,-999,-999,
57313,57313_005,57313_005_012,Robinson,2011,-999,26,-0.377,Hedge's g,-999,-999,-999,-999,0.383,-999,13,13,-999,-999,
57313,57313_005,57313_005_013,Roseberry,2014,956,24,-0.314,Hedge's g,-999,-999,-999,-999,0.397,-999,12,12,-999,-999,
57313,57313_005,57313_005_014,Sims,2013,-999,19,-0.042,Hedge's g,-999,-999,-999,-999,0.439,-999,10,9,-999,-999,
57313,57313_005,57313_005_015,Sims,2013,-999,27,0.171,Hedge's g,-999,-999,-999,-999,0.374,-999,14,13,-999,-999,
57313,57313_005,57313_005_016,Troseth,2018,-999,44,-0.572,Hedge's g,-999,-999,-999,-999,0.302,-999,22,22,-999,-999,
57313,57313_005,57313_005_017,Troseth,2018,-999,44,-0.355,Hedge's g,-999,-999,-999,-999,0.299,-999,22,22,-999,-999,
57313,57313_005,57313_005_018,Troseth,2018,-999,44,-0.283,Hedge's g,-999,-999,-999,-999,0.298,-999,22,22,-999,-999,
57313,57313_005,57313_005_019,Troseth,2018,-999,44,0.156,Hedge's g,-999,-999,-999,-999,0.297,-999,22,22,-999,-999,
57313,57313_005,57313_005_020,Tsuji,2019,-999,64,0.111,Hedge's g,-999,-999,-999,-999,0.247,-999,32,32,-999,-999,
57313,57313_005,57313_005_021,Tsuji,2019,-999,64,-0.342,Hedge's g,-999,-999,-999,-999,0.249,-999,32,32,-999,-999,
57313,57313_006,57313_006_001,Crawley-Davis,2002,-999,32,-0.241,Hedge's g,-999,-999,-999,-999,0.346,-999,16,16,-999,-999,
57313,57313_006,57313_006_002,Deocampo,2005,229,24,-1.065,Hedge's g,-999,-999,-999,-999,0.25,-999,24,,-999,-999,
57313,57313_006,57313_006_003,Kirkorian,2016,37,35,-0.632,Hedge's g,-999,-999,-999,-999,0.339,-999,17,18,-999,-999,
57313,57313_006,57313_006_004,Lauricella,2010,362,24,-1.25,Hedge's g,-999,-999,-999,-999,0.433,-999,12,12,-999,-999,
57313,57313_006,57313_006_005,Lauricella,2010,362,24,-0.668,Hedge's g,-999,-999,-999,-999,0.406,-999,12,12,-999,-999,
57313,57313_006,57313_006_006,Lenninger,2019,-999,24,-0.582,Hedge's g,-999,-999,-999,-999,0.26,-999,24,,-999,-999,
57313,57313_006,57313_006_007,Schmidt,2007,389,34,-2.356,Hedge's g,-999,-999,-999,-999,0.44,-999,17,17,-999,-999,
57313,57313_006,57313_006_008,Schmidt,2007,389,32,-1.417,Hedge's g,-999,-999,-999,-999,0.388,-999,16,16,-999,-999,
57313,57313_006,57313_006_009,Schmitt,2002,51,24,-2.52,Hedge's g,-999,-999,-999,-999,0.536,-999,12,12,-999,-999,
57313,57313_006,57313_006_010,Schmitt,2002,51,24,-1.606,Hedge's g,-999,-999,-999,-999,0.457,-999,12,12,-999,-999,
57313,57313_006,57313_006_011,Schmitt,2002,51,24,-1.273,Hedge's g,-999,-999,-999,-999,0.435,-999,12,12,-999,-999,
57313,57313_006,57313_006_012,Schmitt,2002,51,24,-0.311,Hedge's g,-999,-999,-999,-999,0.397,-999,12,12,-999,-999,
57313,57313_006,57313_006_013,Troseth,1998,950,20,-2.033,Hedge's g,-999,-999,-999,-999,0.543,-999,8,12,-999,-999,
57313,57313_006,57313_006_014,Troseth,2006,786,24,-1.514,Hedge's g,-999,-999,-999,-999,0.451,-999,12,12,-999,-999,
57313,57313_006,57313_006_015,Zelazo,1999,1059,15,0.081,Hedge's g,-999,-999,-999,-999,0.245,-999,15,,-999,-999,
57313,57313_006,57313_006_016,Zelazo,1999,1059,15,0.242,Hedge's g,-999,-999,-999,-999,0.248,-999,15,,-999,-999,
57313,57313_007,57313_007_001,Bates,1999,71,23,-0.557,Hedge's g,-999,-999,-999,-999,0.414,-999,13,10,-999,-999,
57313,57313_007,57313_007_002,Carroll-Rowan,1994,113,45,-0.593,Hedge's g,-999,-999,-999,-999,0.3,-999,23,22,-999,-999,
57313,57313_007,57313_007_003,Kerkman,1996,237,18,-1.012,Hedge's g,-999,-999,-999,-999,0.515,-999,18,,-999,-999,
57313,57313_007,57313_007_004,Kerkman,1996,237,25,0.356,Hedge's g,-999,-999,-999,-999,0.166,-999,25,,-999,-999,
57313,57313_007,57313_007_005,Moriguchi,2014,122,12,0.045,Hedge's g,-999,-999,-999,-999,0.269,-999,12,,-999,-999,
57313,57313_007,57313_007_006,Reiß,2017,23,42,-0.638,Hedge's g,-999,-999,-999,-999,0.349,-999,21,21,-999,-999,
57313,57313_007,57313_007_007,Reiß,2017,23,39,0.064,Hedge's g,-999,-999,-999,-999,0.349,-999,20,19,-999,-999,
57313,57313_007,57313_007_008,Roberts,1999,575,15,-0.315,Hedge's g,-999,-999,-999,-999,0.251,-999,15,,-999,-999,
57313,57313_007,57313_007_009,Roberts,1999,575,15,-0.172,Hedge's g,-999,-999,-999,-999,0.246,-999,15,,-999,-999,
57313,57313_007,57313_007_010,Thierry,2004,297,28,-0.473,Hedge's g,-999,-999,-999,-999,0.372,-999,14,14,-999,-999,
57313,57313_007,57313_007_011,Thierry,2004,297,43,-0.003,Hedge's g,-999,-999,-999,-999,0.301,-999,19,24,-999,-999,
57313,57313_007,57313_007_012,Thierry,2004,297,43,0.459,Hedge's g,-999,-999,-999,-999,0.304,-999,21,22,-999,-999,
58322,58322_001,58322_001_001,Ross,2016,-999,11,-0.7,Standardized mean difference,-1.93,0.53,-999,-999,-999,-999,5,6,-999,-999,
58322,58322_001,58322_001_002,Broemmel,2015,-999,24,-0.52,Standardized mean difference,-1.44,0.4,-999,-999,-999,-999,10,14,-999,-999,
58322,58322_001,58322_001_003,Jong,2002,145,24,-0.44,Standardized mean difference,-1.25,0.38,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_004,Zipke,2016,71,25,-0.43,Standardized mean difference,-0.8,-0.06,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_005,Segers,2006,343,30,-0.41,Standardized mean difference,-0.74,-0.07,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_006,Krcmar,2014,262,70,-0.38,Standardized mean difference,-0.57,-0.19,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_007,Raynaudo,2018,87,40,-0.24,Standardized mean difference,-0.96,0.48,-999,-999,-999,-999,20,20,-999,-999,
58322,58322_001,58322_001_008,Ross,2016,-999,11,-0.22,Standardized mean difference,-1.41,0.97,-999,-999,-999,-999,6,5,-999,-999,
58322,58322_001,58322_001_009,Reich,2019,-999,200,-0.14,Standardized mean difference,-0.42,0.14,-999,-999,-999,-999,100,100,-999,-999,
58322,58322_001,58322_001_010,O'Toole,2018,100,50,-0.14,Standardized mean difference,-0.69,0.42,-999,-999,-999,-999,25,25,-999,-999,
58322,58322_001,58322_001_011,Korat,2007,248,100,-0.13,Standardized mean difference,-0.52,0.26,-999,-999,-999,-999,50,50,-999,-999,
58322,58322_001,58322_001_012,Segers,2006,343,41,-0.08,Standardized mean difference,-0.35,0.19,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_013,Neuman,2017,1753,38,-0.07,Standardized mean difference,-0.39,0.25,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_014,Robb,2010,-999,29,-0.06,Standardized mean difference,-0.88,0.76,-999,-999,-999,-999,21,8,-999,-999,
58322,58322_001,58322_001_015,O'Toole,2018,100,50,0.03,Standardized mean difference,-0.52,0.59,-999,-999,-999,-999,25,25,-999,-999,
58322,58322_001,58322_001_016,Zhou,2017,1523,36,0.07,Standardized mean difference,-0.59,0.72,-999,-999,-999,-999,18,18,-999,-999,
58322,58322_001,58322_001_017,Parrish-Morris,2013,200,73,0.09,Standardized mean difference,-0.39,0.57,-999,-999,-999,-999,36,37,-999,-999,
58322,58322_001,58322_001_018,Lauricella,2014,17,38,0.11,Standardized mean difference,-0.21,0.43,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_019,Robb,2010,-999,30,0.16,Standardized mean difference,-0.65,0.97,-999,-999,-999,-999,22,8,-999,-999,
58322,58322_001,58322_001_020,Chiong,2012,-999,16,0.17,Standardized mean difference,-0.32,0.67,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_021,Rvachew,2017,24,28,0.18,Standardized mean difference,-1.53,1.9,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_022,Robb,2010,-999,31,0.22,Standardized mean difference,-0.59,1.03,-999,-999,-999,-999,23,8,-999,-999,
58322,58322_001,58322_001_023,Phadung,2014,249,60,0.22,Standardized mean difference,-0.29,0.73,-999,-999,-999,-999,30,30,-999,-999,
58322,58322_001,58322_001_024,Richter,2017,92,79,0.29,Standardized mean difference,0.06,0.51,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_001,58322_001_025,Zhang,2017,10,22,0.31,Standardized mean difference,-0.53,1.15,-999,-999,-999,-999,11,11,-999,-999,
58322,58322_001,58322_001_026,Zhou,2017,1523,36,0.44,Standardized mean difference,-0.22,1.1,-999,-999,-999,-999,18,18,-999,-999,
58322,58322_002,58322_002_001,Segers,2006,343,30,-0.18,Standardized mean difference,-0.51,0.14,-999,-999,-999,-999,-999,-999,-999,-999,
58322,58322_002,58322_002_002,Korat,2013,504,60,-0.17,Standardized mean difference,-0.67,0.34,-999,-999,-999,-999,30,30,-999,-999,
